Country,Symptom,Gender,Condition,0-30,30-60,>60,0-30-per,30-60-per,>60-per
Nairobi,abscess,F,D,0,0,0,0,0,0
Nairobi,abscess,T,H,171,1276,92,11.11111111,82.91098116,5.977907732
Nairobi,abscess,T,D,0,0,0,0,0,0
Nairobi,injury,M,H,4216,31914,2368,10.95121825,82.89781287,6.150968882
Nairobi,injury,M,D,62,427,32,11.90019194,81.95777351,6.142034549
Nairobi,injury,F,H,4110,31835,2335,10.73667712,83.16353187,6.099791014
Nairobi,injury,F,D,48,420,25,9.736308316,85.19269777,5.070993915
Nairobi,injury,T,H,8326,63749,4703,10.84425226,83.03029514,6.125452604
Nairobi,injury,T,D,110,847,57,10.84812623,83.53057199,5.621301775
Nairobi,bleeding,M,H,2558,18937,1371,11.18691507,82.8172833,5.995801627
Nairobi,bleeding,M,D,187,1317,93,11.70945523,82.46712586,5.82341891
Nairobi,bleeding,F,H,2638,19299,1383,11.31217839,82.75728988,5.930531732
Nairobi,bleeding,F,D,216,1374,105,12.74336283,81.0619469,6.194690265
Nairobi,bleeding,T,H,5196,38236,2754,11.25016239,82.78699173,5.962845884
Nairobi,bleeding,T,D,403,2691,198,12.2417983,81.7436209,6.014580802
Nairobi,body pain,M,H,16586,127490,9203,10.82079085,83.1751251,6.004084056
Nairobi,body pain,M,D,791,5677,432,11.46376812,82.27536232,6.260869565
Nairobi,body pain,F,H,16560,126749,9327,10.84934092,83.04004298,6.110616106
Nairobi,body pain,F,D,817,5579,437,11.95668081,81.64788526,6.395433924
Nairobi,body pain,T,H,33146,254239,18530,10.83503588,83.107726,6.057238122
Nairobi,body pain,T,D,1608,11256,869,11.70902206,81.96315445,6.327823491
Nairobi,breathing,M,H,165,1237,93,11.0367893,82.74247492,6.220735786
Nairobi,breathing,M,D,0,0,0,0,0,0
Nairobi,breathing,F,H,168,1306,95,10.70745698,83.23773104,6.054811982
Nairobi,breathing,F,D,0,0,0,0,0,0
Nairobi,breathing,T,H,333,2543,188,10.86814621,82.99608355,6.135770235
Nairobi,breathing,T,D,0,0,0,0,0,0
Nairobi,chest,M,H,0,0,0,0,0,0
Nairobi,chest,M,D,0,0,0,0,0,0
Nairobi,chest,F,H,0,0,0,0,0,0
Nairobi,chest,F,D,0,0,0,0,0,0
Nairobi,chest,T,H,0,0,0,0,0,0
Nairobi,chest,T,D,0,0,0,0,0,0
Nairobi,cough,M,H,1371,11375,777,10.13828293,84.1159506,5.745766472
Nairobi,cough,M,D,1,13,1,6.666666667,86.66666667,6.666666667
Nairobi,cough,F,H,1440,11468,845,10.47044281,83.38544318,6.144114011
Nairobi,cough,F,D,0,10,3,0,76.92307692,23.07692308
Nairobi,cough,T,H,2811,22843,1622,10.30576331,83.74761695,5.946619739
Nairobi,cough,T,D,1,23,4,3.571428571,82.14285714,14.28571429
Nairobi,cramp,M,H,0,0,0,0,0,0
Nairobi,cramp,M,D,0,0,0,0,0,0
Nairobi,cramp,F,H,0,0,0,0,0,0
Nairobi,cramp,F,D,0,0,0,0,0,0
Nairobi,cramp,T,H,0,0,0,0,0,0
Nairobi,cramp,T,D,0,0,0,0,0,0
Nairobi,deficit,M,H,0,0,0,0,0,0
Nairobi,deficit,M,D,0,0,0,0,0,0
Nairobi,deficit,F,H,0,0,0,0,0,0
Nairobi,deficit,F,D,0,0,0,0,0,0
Nairobi,deficit,T,H,0,0,0,0,0,0
Nairobi,deficit,T,D,0,0,0,0,0,0
Nairobi,diabetic,M,H,0,0,0,0,0,0
Nairobi,diabetic,M,D,0,0,0,0,0,0
Nairobi,diabetic,F,H,0,0,0,0,0,0
Nairobi,diabetic,F,D,0,0,0,0,0,0
Nairobi,diabetic,T,H,0,0,0,0,0,0
Nairobi,diabetic,T,D,0,0,0,0,0,0
Nairobi,diarrhea,M,H,0,0,0,0,0,0
Nairobi,diarrhea,M,D,0,0,0,0,0,0
Nairobi,diarrhea,F,H,0,0,0,0,0,0
Nairobi,diarrhea,F,D,0,0,0,0,0,0
Nairobi,diarrhea,T,H,0,0,0,0,0,0
Nairobi,diarrhea,T,D,0,0,0,0,0,0
Nairobi,dizziness,M,H,505,3825,263,10.99499238,83.27890268,5.726104942
Nairobi,dizziness,M,D,2,3,0,40,60,0
Nairobi,dizziness,F,H,465,3793,314,10.17060367,82.96150481,6.867891514
Nairobi,dizziness,F,D,1,3,0,25,75,0
Nairobi,dizziness,T,H,970,7618,577,10.5837425,83.12056738,6.295690125
Nairobi,dizziness,T,D,3,6,0,33.33333333,66.66666667,0
Nairobi,fatigue,M,H,0,0,0,0,0,0
Nairobi,fatigue,M,D,0,0,0,0,0,0
Nairobi,fatigue,F,H,0,0,0,0,0,0
Nairobi,fatigue,F,D,0,0,0,0,0,0
Nairobi,fatigue,T,H,0,0,0,0,0,0
Nairobi,fatigue,T,D,0,0,0,0,0,0
Nairobi,fever,M,H,6124,45818,3321,11.08155547,82.90899879,6.009445741
Nairobi,fever,M,D,356,2276,174,12.68709907,81.11190306,6.200997862
Nairobi,fever,F,H,6066,45599,3478,11.00048964,82.69227282,6.307237546
Nairobi,fever,F,D,339,2252,175,12.25596529,81.41720897,6.326825741
Nairobi,fever,T,H,12190,91417,6799,11.04106661,82.80075358,6.158179809
Nairobi,fever,T,D,695,4528,349,12.47307968,81.26346016,6.263460158
Nairobi,headache,M,H,1473,10836,805,11.23227086,82.62925118,6.138477962
Nairobi,headache,M,D,35,208,12,13.7254902,81.56862745,4.705882353
Nairobi,headache,F,H,1425,11016,787,10.77260357,83.27789537,5.949501058
Nairobi,headache,F,D,30,204,16,12,81.6,6.4
Nairobi,headache,T,H,2898,21852,1592,11.00144256,82.95497684,6.043580594
Nairobi,headache,T,D,65,412,28,12.87128713,81.58415842,5.544554455
Nairobi,infections,M,H,0,0,0,0,0,0
Nairobi,infections,M,D,0,0,0,0,0,0
Nairobi,infections,F,H,0,0,0,0,0,0
Nairobi,infections,F,D,0,0,0,0,0,0
Nairobi,infections,T,H,0,0,0,0,0,0
Nairobi,infections,T,D,0,0,0,0,0,0
Nairobi,laceration,M,H,664,5063,384,10.8656521,82.85059728,6.283750614
Nairobi,laceration,M,D,1,5,0,16.66666667,83.33333333,0
Nairobi,laceration,F,H,655,5159,375,10.58329294,83.35756988,6.059137179
Nairobi,laceration,F,D,2,3,0,40,60,0
Nairobi,laceration,T,H,1319,10222,759,10.72357724,83.10569106,6.170731707
Nairobi,laceration,T,D,3,8,0,27.27272727,72.72727273,0
Nairobi,migraine,M,H,82,651,54,10.41931385,82.71918679,6.861499365
Nairobi,migraine,M,D,0,1,0,0,100,0
Nairobi,migraine,F,H,71,644,38,9.428950863,85.52456839,5.046480744
Nairobi,migraine,F,D,0,0,0,0,0,0
Nairobi,migraine,T,H,153,1295,92,9.935064935,84.09090909,5.974025974
Nairobi,migraine,T,D,0,1,0,0,100,0
Nairobi,pregnant,M,H,0,0,0,0,0,0
Nairobi,pregnant,M,D,0,0,0,0,0,0
Nairobi,pregnant,F,H,145,759,31,15.50802139,81.17647059,3.315508021
Nairobi,pregnant,F,D,7,14,0,33.33333333,66.66666667,0
Nairobi,pregnant,T,H,145,759,31,15.50802139,81.17647059,3.315508021
Nairobi,pregnant,T,D,7,14,0,33.33333333,66.66666667,0
Nairobi,rash,M,H,0,0,0,0,0,0
Nairobi,rash,M,D,0,0,0,0,0,0
Nairobi,rash,F,H,0,0,0,0,0,0
Nairobi,rash,F,D,0,0,0,0,0,0
Nairobi,rash,T,H,0,0,0,0,0,0
Nairobi,rash,T,D,0,0,0,0,0,0
Nairobi,urinate,M,H,691,5269,435,10.80531665,82.39249414,6.80218921
Nairobi,urinate,M,D,2,7,0,22.22222222,77.77777778,0
Nairobi,urinate,F,H,661,5366,398,10.28793774,83.51750973,6.194552529
Nairobi,urinate,F,D,0,5,0,0,100,0
Nairobi,urinate,T,H,1352,10635,833,10.54602184,82.95631825,6.497659906
Nairobi,urinate,T,D,2,12,0,14.28571429,85.71428571,0
Nairobi,vaginal,M,H,0,0,0,0,0,0
Nairobi,vaginal,M,D,0,0,0,0,0,0
Nairobi,vaginal,F,H,159,660,0,19.41391941,80.58608059,0
Nairobi,vaginal,F,D,14,60,0,18.91891892,81.08108108,0
Nairobi,vaginal,T,H,159,660,0,19.41391941,80.58608059,0
Nairobi,vaginal,T,D,14,60,0,18.91891892,81.08108108,0
Nairobi,vision,M,H,460,3767,280,10.20634568,83.58109607,6.212558243
Nairobi,vision,M,D,2,5,0,28.57142857,71.42857143,0
Nairobi,vision,F,H,513,3834,277,11.09429066,82.91522491,5.990484429
Nairobi,vision,F,D,1,5,0,16.66666667,83.33333333,0
Nairobi,vision,T,H,973,7601,557,10.65600701,83.24389443,6.100098565
Nairobi,vision,T,D,3,10,0,23.07692308,76.92307692,0
Nairobi,vomiting,M,H,9684,69145,5159,11.5302186,82.32723722,6.142544173
Nairobi,vomiting,M,D,1114,7210,565,12.53234335,81.11148611,6.356170548
Nairobi,vomiting,F,H,9600,68731,5189,11.49425287,82.29286398,6.212883142
Nairobi,vomiting,F,D,1047,7044,579,12.07612457,81.24567474,6.678200692
Nairobi,vomiting,T,H,19284,137876,10348,11.51228598,82.31009862,6.177615397
Nairobi,vomiting,T,D,2161,14254,1144,12.30707899,81.17774361,6.515177402
Nairobi,Heart Problems,M,H,504,3756,284,11.0915493,82.6584507,6.25
Nairobi,Heart Problems,M,D,0,3,0,0,100,0
Nairobi,Heart Problems,F,H,468,3787,248,10.39307129,84.09948923,5.507439485
Nairobi,Heart Problems,F,D,0,5,0,0,100,0
Nairobi,Heart Problems,T,H,972,7543,532,10.743893,83.37570465,5.880402343
Nairobi,Heart Problems,T,D,0,8,0,0,100,0
Nairobi,Vocal Problems,M,H,84,649,43,10.82474227,83.63402062,5.541237113
Nairobi,Vocal Problems,M,D,0,0,0,0,0,0
Nairobi,Vocal Problems,F,H,81,645,53,10.39794608,82.79845956,6.803594352
Nairobi,Vocal Problems,F,D,0,2,0,0,100,0
Nairobi,Vocal Problems,T,H,165,1294,96,10.61093248,83.21543408,6.173633441
Nairobi,Vocal Problems,T,D,0,2,0,0,100,0
Nairobi,others,M,H,28949,225357,16509,10.68958514,83.21437143,6.096043424
Nairobi,others,M,D,524,3838,304,11.23017574,82.2546078,6.515216459
Nairobi,others,F,H,28911,224747,16396,10.70563665,83.22298503,6.071378317
Nairobi,others,F,D,517,3717,317,11.36014063,81.67435728,6.965502087
Nairobi,others,T,H,57860,450104,32905,10.6975996,83.21867217,6.083728223
Nairobi,others,T,D,1041,7555,621,11.2943474,81.96810242,6.737550179
Saudiarabia,abdominal pain,M,H,5210,35762,2664,11.93968283,81.95526629,6.105050875
Saudiarabia,abdominal pain,M,D,432,2613,195,13.33333333,80.64814815,6.018518519
Saudiarabia,abdominal pain,F,H,5207,35981,2744,11.85240827,81.90157516,6.246016571
Saudiarabia,abdominal pain,F,D,415,2548,250,12.91627762,79.30283224,7.780890134
Saudiarabia,abdominal pain,T,H,10417,71743,5408,11.89589804,81.92832998,6.175771971
Saudiarabia,abdominal pain,T,D,847,5161,445,13.12567798,79.97830466,6.896017356
Saudiarabia,abscess,M,H,107,786,46,11.39510117,83.70607029,4.898828541
Saudiarabia,abscess,M,D,0,1,0,0,100,0
Saudiarabia,abscess,F,H,91,821,57,9.391124871,84.72652219,5.882352941
Saudiarabia,abscess,F,D,0,0,0,0,0,0
Saudiarabia,abscess,T,H,198,1607,103,10.37735849,84.22431866,5.398322851
Saudiarabia,abscess,T,D,0,1,0,0,100,0
Saudiarabia,injury,M,H,4927,37247,2284,11.08236988,83.78019704,5.137433083
Saudiarabia,injury,M,D,44,217,26,15.33101045,75.6097561,9.059233449
Saudiarabia,injury,F,H,4789,37244,2287,10.80550542,84.03429603,5.160198556
Saudiarabia,injury,F,D,31,204,23,12.01550388,79.06976744,8.914728682
Saudiarabia,injury,T,H,9716,74491,4571,10.94415283,83.90704904,5.148798126
Saudiarabia,injury,T,D,75,421,49,13.76146789,77.24770642,8.990825688
Saudiarabia,bleeding,M,H,2265,16624,1112,11.32443378,83.11584421,5.559722014
Saudiarabia,bleeding,M,D,88,593,52,12.00545703,80.90040928,7.094133697
Saudiarabia,bleeding,F,H,2272,16866,1055,11.25142376,83.52399346,5.224582776
Saudiarabia,bleeding,F,D,100,652,50,12.46882793,81.2967581,6.234413965
Saudiarabia,bleeding,T,H,4537,33490,2167,11.28775439,83.32089367,5.391351943
Saudiarabia,bleeding,T,D,188,1245,102,12.247557,81.10749186,6.64495114
Saudiarabia,body pain,M,H,17063,127944,8317,11.12872088,83.4468185,5.424460619
Saudiarabia,body pain,M,D,437,2662,215,13.18648159,80.32589016,6.487628244
Saudiarabia,body pain,F,H,17147,127872,8417,11.17534347,83.33898173,5.485674809
Saudiarabia,body pain,F,D,437,2646,255,13.09167166,79.26902337,7.639304973
Saudiarabia,body pain,T,H,34210,255816,16734,11.15204068,83.39288043,5.455078889
Saudiarabia,body pain,T,D,874,5308,470,13.13890559,79.79555021,7.065544197
Saudiarabia,breathing,M,H,203,1626,87,10.59498956,84.86430063,4.540709812
Saudiarabia,breathing,M,D,0,1,0,0,100,0
Saudiarabia,breathing,F,H,212,1583,97,11.205074,83.66807611,5.126849894
Saudiarabia,breathing,F,D,1,2,0,33.33333333,66.66666667,0
Saudiarabia,breathing,T,H,415,3209,184,10.89810924,84.26995798,4.831932773
Saudiarabia,breathing,T,D,1,3,0,25,75,0
Saudiarabia,chest,M,H,0,0,0,0,0,0
Saudiarabia,chest,M,D,0,0,0,0,0,0
Saudiarabia,chest,F,H,0,0,0,0,0,0
Saudiarabia,chest,F,D,0,0,0,0,0,0
Saudiarabia,chest,T,H,0,0,0,0,0,0
Saudiarabia,chest,T,D,0,0,0,0,0,0
Saudiarabia,cough,M,H,1814,14087,850,10.82920423,84.09647185,5.074323921
Saudiarabia,cough,M,D,2,20,0,9.090909091,90.90909091,0
Saudiarabia,cough,F,H,1944,14124,856,11.48664618,83.45544788,5.057905932
Saudiarabia,cough,F,D,2,11,0,15.38461538,84.61538462,0
Saudiarabia,cough,T,H,3758,28211,1706,11.15961396,83.77431329,5.066072754
Saudiarabia,cough,T,D,4,31,0,11.42857143,88.57142857,0
Saudiarabia,cramp,M,H,0,0,0,0,0,0
Saudiarabia,cramp,M,D,0,0,0,0,0,0
Saudiarabia,cramp,F,H,0,0,0,0,0,0
Saudiarabia,cramp,F,D,0,0,0,0,0,0
Saudiarabia,cramp,T,H,0,0,0,0,0,0
Saudiarabia,cramp,T,D,0,0,0,0,0,0
Saudiarabia,deficit,M,H,0,0,0,0,0,0
Saudiarabia,deficit,M,D,0,0,0,0,0,0
Saudiarabia,deficit,F,H,0,0,0,0,0,0
Saudiarabia,deficit,F,D,0,0,0,0,0,0
Saudiarabia,deficit,T,H,0,0,0,0,0,0
Saudiarabia,deficit,T,D,0,0,0,0,0,0
Saudiarabia,diabetic,M,H,0,0,0,0,0,0
Saudiarabia,diabetic,M,D,0,0,0,0,0,0
Saudiarabia,diabetic,F,H,0,0,0,0,0,0
Saudiarabia,diabetic,F,D,0,0,0,0,0,0
Saudiarabia,diabetic,T,H,0,0,0,0,0,0
Saudiarabia,diabetic,T,D,0,0,0,0,0,0
Saudiarabia,diarrhea,M,H,0,0,0,0,0,0
Saudiarabia,diarrhea,M,D,0,0,0,0,0,0
Saudiarabia,diarrhea,F,H,0,0,0,0,0,0
Saudiarabia,diarrhea,F,D,0,0,0,0,0,0
Saudiarabia,diarrhea,T,H,0,0,0,0,0,0
Saudiarabia,diarrhea,T,D,0,0,0,0,0,0
Saudiarabia,dizziness,M,H,573,4674,265,10.39550073,84.79680697,4.807692308
Saudiarabia,dizziness,M,D,0,2,1,0,66.66666667,33.33333333
Saudiarabia,dizziness,F,H,584,4614,286,10.6491612,84.1356674,5.215171408
Saudiarabia,dizziness,F,D,1,0,0,100,0,0
Saudiarabia,dizziness,T,H,1157,9288,551,10.522008,84.46707894,5.010913059
Saudiarabia,dizziness,T,D,1,2,1,25,50,25
Saudiarabia,fatigue,M,H,0,0,0,0,0,0
Saudiarabia,fatigue,M,D,0,0,0,0,0,0
Saudiarabia,fatigue,F,H,0,0,0,0,0,0
Saudiarabia,fatigue,F,D,0,0,0,0,0,0
Saudiarabia,fatigue,T,H,0,0,0,0,0,0
Saudiarabia,fatigue,T,D,0,0,0,0,0,0
Saudiarabia,fever,M,H,5950,44574,2883,11.14086168,83.46096954,5.398168779
Saudiarabia,fever,M,D,167,1046,105,12.6707132,79.36267071,7.966616085
Saudiarabia,fever,F,H,6072,44904,2969,11.2559088,83.24033738,5.503753823
Saudiarabia,fever,F,D,164,1086,99,12.15715345,80.50407709,7.338769459
Saudiarabia,fever,T,H,12022,89478,5852,11.19867352,83.3501006,5.451225874
Saudiarabia,fever,T,D,331,2132,204,12.41094863,79.9400075,7.64904387
Saudiarabia,headache,M,H,1713,12571,775,11.37525732,83.47831861,5.146424065
Saudiarabia,headache,M,D,15,98,10,12.19512195,79.67479675,8.130081301
Saudiarabia,headache,F,H,1663,12638,821,10.99722259,83.57360138,5.429176035
Saudiarabia,headache,F,D,17,86,8,15.31531532,77.47747748,7.207207207
Saudiarabia,headache,T,H,3376,25209,1596,11.1858454,83.52605944,5.288095159
Saudiarabia,headache,T,D,32,184,18,13.67521368,78.63247863,7.692307692
Saudiarabia,infections,M,H,0,0,0,0,0,0
Saudiarabia,infections,M,D,0,0,0,0,0,0
Saudiarabia,infections,F,H,0,0,0,0,0,0
Saudiarabia,infections,F,D,0,0,0,0,0,0
Saudiarabia,infections,T,H,0,0,0,0,0,0
Saudiarabia,infections,T,D,0,0,0,0,0,0
Saudiarabia,laceration,M,H,790,6232,347,10.72058624,84.57049803,4.708915728
Saudiarabia,laceration,M,D,2,8,1,18.18181818,72.72727273,9.090909091
Saudiarabia,laceration,F,H,767,6311,406,10.2485302,84.32656334,5.424906467
Saudiarabia,laceration,F,D,1,7,0,12.5,87.5,0
Saudiarabia,laceration,T,H,1557,12543,753,10.48273076,84.44758635,5.069682892
Saudiarabia,laceration,T,D,3,15,1,15.78947368,78.94736842,5.263157895
Saudiarabia,migraine,M,H,96,798,40,10.27837259,85.43897216,4.282655246
Saudiarabia,migraine,M,D,0,1,0,0,100,0
Saudiarabia,migraine,F,H,92,780,48,10,84.7826087,5.217391304
Saudiarabia,migraine,F,D,0,0,0,0,0,0
Saudiarabia,migraine,T,H,188,1578,88,10.14023732,85.11326861,4.746494067
Saudiarabia,migraine,T,D,0,1,0,0,100,0
Saudiarabia,pregnant,M,H,0,0,0,0,0,0
Saudiarabia,pregnant,M,D,0,0,0,0,0,0
Saudiarabia,pregnant,F,H,154,838,20,15.2173913,82.80632411,1.976284585
Saudiarabia,pregnant,F,D,1,8,0,11.11111111,88.88888889,0
Saudiarabia,pregnant,T,H,154,838,20,15.2173913,82.80632411,1.976284585
Saudiarabia,pregnant,T,D,1,8,0,11.11111111,88.88888889,0
Saudiarabia,rash,M,H,0,0,0,0,0,0
Saudiarabia,rash,M,D,0,0,0,0,0,0
Saudiarabia,rash,F,H,0,0,0,0,0,0
Saudiarabia,rash,F,D,0,0,0,0,0,0
Saudiarabia,rash,T,H,0,0,0,0,0,0
Saudiarabia,rash,T,D,0,0,0,0,0,0
Saudiarabia,urinate,M,H,830,6463,455,10.71244192,83.41507486,5.872483221
Saudiarabia,urinate,M,D,1,4,0,20,80,0
Saudiarabia,urinate,F,H,836,6647,394,10.61317761,84.38491812,5.001904278
Saudiarabia,urinate,F,D,2,7,1,20,70,10
Saudiarabia,urinate,T,H,1666,13110,849,10.6624,83.904,5.4336
Saudiarabia,urinate,T,D,3,11,1,20,73.33333333,6.666666667
Saudiarabia,vaginal,M,H,0,0,0,0,0,0
Saudiarabia,vaginal,M,D,0,0,0,0,0,0
Saudiarabia,vaginal,F,H,131,546,0,19.35007386,80.64992614,0
Saudiarabia,vaginal,F,D,5,21,0,19.23076923,80.76923077,0
Saudiarabia,vaginal,T,H,131,546,0,19.35007386,80.64992614,0
Saudiarabia,vaginal,T,D,5,21,0,19.23076923,80.76923077,0
Saudiarabia,vision,M,H,600,4653,261,10.88139282,84.38520131,4.733405876
Saudiarabia,vision,M,D,2,2,1,40,40,20
Saudiarabia,vision,F,H,625,4689,274,11.18468146,83.91195419,4.903364352
Saudiarabia,vision,F,D,1,7,1,11.11111111,77.77777778,11.11111111
Saudiarabia,vision,T,H,1225,9342,535,11.03404792,84.14700054,4.81895154
Saudiarabia,vision,T,D,3,9,2,21.42857143,64.28571429,14.28571429
Saudiarabia,vomiting,M,H,7020,48016,3514,11.98975235,82.00853971,6.001707942
Saudiarabia,vomiting,M,D,510,3364,311,12.18637993,80.3823178,7.43130227
Saudiarabia,vomiting,F,H,6982,48088,3521,11.91650595,82.07403867,6.009455377
Saudiarabia,vomiting,F,D,561,3391,316,13.1443299,79.45173383,7.40393627
Saudiarabia,vomiting,T,H,14002,96104,7035,11.95311633,82.04130065,6.005583015
Saudiarabia,vomiting,T,D,1071,6755,627,12.67005797,79.91245712,7.417484917
Saudiarabia,Heart Problems,M,H,649,4549,282,11.84306569,83.01094891,5.145985401
Saudiarabia,Heart Problems,M,D,0,5,0,0,100,0
Saudiarabia,Heart Problems,F,H,573,4590,278,10.53115236,84.35949274,5.109354898
Saudiarabia,Heart Problems,F,D,0,4,0,0,100,0
Saudiarabia,Heart Problems,T,H,1222,9139,560,11.18945152,83.68281293,5.127735555
Saudiarabia,Heart Problems,T,D,0,9,0,0,100,0
Saudiarabia,Vocal Problems,M,H,99,741,43,11.21177803,83.9184598,4.869762174
Saudiarabia,Vocal Problems,M,D,0,0,0,0,0,0
Saudiarabia,Vocal Problems,F,H,95,766,36,10.59085842,85.39576366,4.013377926
Saudiarabia,Vocal Problems,F,D,0,0,0,0,0,0
Saudiarabia,Vocal Problems,T,H,194,1507,79,10.8988764,84.66292135,4.438202247
Saudiarabia,Vocal Problems,T,D,0,0,0,0,0,0
Saudiarabia,others,M,H,33798,257691,15958,10.99311426,83.81639762,5.190488117
Saudiarabia,others,M,D,259,1892,134,11.33479212,82.80087527,5.864332604
Saudiarabia,others,F,H,33710,257401,16101,10.97287866,83.78611513,5.241006211
Saudiarabia,others,F,D,307,1897,170,12.93176074,79.9073294,7.160909857
Saudiarabia,others,T,H,67508,515092,32059,10.98300033,83.80126216,5.215737506
Saudiarabia,others,T,D,566,3789,304,12.14852973,81.32646491,6.525005366
Thailand,abdominal pain,M,H,255,1282,171,14.92974239,75.05854801,10.0117096
Thailand,abdominal pain,M,D,0,1,0,0,100,0
Thailand,abdominal pain,F,H,285,1268,155,16.68618267,74.23887588,9.074941452
Thailand,abdominal pain,F,D,0,0,0,0,0,0
Thailand,abdominal pain,T,H,540,2550,326,15.80796253,74.64871194,9.543325527
Thailand,abdominal pain,T,D,0,1,0,0,100,0
Thailand,abscess,M,H,12,40,10,19.35483871,64.51612903,16.12903226
Thailand,abscess,M,D,0,0,0,0,0,0
Thailand,abscess,F,H,9,58,7,12.16216216,78.37837838,9.459459459
Thailand,abscess,F,D,0,0,0,0,0,0
Thailand,abscess,T,H,21,98,17,15.44117647,72.05882353,12.5
Thailand,abscess,T,D,0,0,0,0,0,0
Thailand,injury,M,H,509,2583,312,14.95299647,75.8813161,9.165687427
Thailand,injury,M,D,1,0,2,33.33333333,0,66.66666667
Thailand,injury,F,H,475,2412,355,14.65144972,74.39851943,10.95003085
Thailand,injury,F,D,1,2,0,33.33333333,66.66666667,0
Thailand,injury,T,H,984,4995,667,14.80589828,75.15798977,10.03611195
Thailand,injury,T,D,2,2,2,33.33333333,33.33333333,33.33333333
Thailand,bleeding,M,H,164,826,103,15.00457457,75.57182068,9.423604758
Thailand,bleeding,M,D,0,0,0,0,0,0
Thailand,bleeding,F,H,176,838,116,15.57522124,74.15929204,10.26548673
Thailand,bleeding,F,D,0,0,0,0,0,0
Thailand,bleeding,T,H,340,1664,219,15.29464687,74.85380117,9.851551957
Thailand,bleeding,T,D,0,0,0,0,0,0
Thailand,body pain,M,H,1478,7545,991,14.75933693,75.34451768,9.896145396
Thailand,body pain,M,D,2,8,1,18.18181818,72.72727273,9.090909091
Thailand,body pain,F,H,1494,7368,978,15.18292683,74.87804878,9.93902439
Thailand,body pain,F,D,0,11,0,0,100,0
Thailand,body pain,T,H,2972,14913,1969,14.96927571,75.11332729,9.917396998
Thailand,body pain,T,D,2,19,1,9.090909091,86.36363636,4.545454545
Thailand,breathing,M,H,16,95,12,13.00813008,77.23577236,9.756097561
Thailand,breathing,M,D,0,0,0,0,0,0
Thailand,breathing,F,H,28,70,14,25,62.5,12.5
Thailand,breathing,F,D,0,0,0,0,0,0
Thailand,breathing,T,H,44,165,26,18.72340426,70.21276596,11.06382979
Thailand,breathing,T,D,0,0,0,0,0,0
Thailand,chest,M,H,0,0,0,0,0,0
Thailand,chest,M,D,0,0,0,0,0,0
Thailand,chest,F,H,0,0,0,0,0,0
Thailand,chest,F,D,0,0,0,0,0,0
Thailand,chest,T,H,0,0,0,0,0,0
Thailand,chest,T,D,0,0,0,0,0,0
Thailand,cough,M,H,170,991,115,13.32288401,77.6645768,9.012539185
Thailand,cough,M,D,0,0,0,0,0,0
Thailand,cough,F,H,190,926,139,15.13944223,73.78486056,11.07569721
Thailand,cough,F,D,1,1,0,50,50,0
Thailand,cough,T,H,360,1917,254,14.22362702,75.74081391,10.03555907
Thailand,cough,T,D,1,1,0,50,50,0
Thailand,cramp,M,H,0,0,0,0,0,0
Thailand,cramp,M,D,0,0,0,0,0,0
Thailand,cramp,F,H,0,0,0,0,0,0
Thailand,cramp,F,D,0,0,0,0,0,0
Thailand,cramp,T,H,0,0,0,0,0,0
Thailand,cramp,T,D,0,0,0,0,0,0
Thailand,deficit,M,H,0,0,0,0,0,0
Thailand,deficit,M,D,0,0,0,0,0,0
Thailand,deficit,F,H,0,0,0,0,0,0
Thailand,deficit,F,D,0,0,0,0,0,0
Thailand,deficit,T,H,0,0,0,0,0,0
Thailand,deficit,T,D,0,0,0,0,0,0
Thailand,diabetic,M,H,0,0,0,0,0,0
Thailand,diabetic,M,D,0,0,0,0,0,0
Thailand,diabetic,F,H,0,0,0,0,0,0
Thailand,diabetic,F,D,0,0,0,0,0,0
Thailand,diabetic,T,H,0,0,0,0,0,0
Thailand,diabetic,T,D,0,0,0,0,0,0
Thailand,diarrhea,M,H,0,0,0,0,0,0
Thailand,diarrhea,M,D,0,0,0,0,0,0
Thailand,diarrhea,F,H,0,0,0,0,0,0
Thailand,diarrhea,F,D,0,0,0,0,0,0
Thailand,diarrhea,T,H,0,0,0,0,0,0
Thailand,diarrhea,T,D,0,0,0,0,0,0
Thailand,dizziness,M,H,67,280,56,16.62531017,69.47890819,13.89578164
Thailand,dizziness,M,D,0,0,0,0,0,0
Thailand,dizziness,F,H,65,274,46,16.88311688,71.16883117,11.94805195
Thailand,dizziness,F,D,0,1,0,0,100,0
Thailand,dizziness,T,H,132,554,102,16.75126904,70.30456853,12.94416244
Thailand,dizziness,T,D,0,1,0,0,100,0
Thailand,fatigue,M,H,0,0,0,0,0,0
Thailand,fatigue,M,D,0,0,0,0,0,0
Thailand,fatigue,F,H,0,0,0,0,0,0
Thailand,fatigue,F,D,0,0,0,0,0,0
Thailand,fatigue,T,H,0,0,0,0,0,0
Thailand,fatigue,T,D,0,0,0,0,0,0
Thailand,fever,M,H,471,2625,344,13.69186047,76.30813953,10
Thailand,fever,M,D,0,3,1,0,75,25
Thailand,fever,F,H,478,2528,327,14.34143414,75.84758476,9.810981098
Thailand,fever,F,D,2,2,1,40,40,20
Thailand,fever,T,H,949,5153,671,14.01151631,76.08150007,9.906983611
Thailand,fever,T,D,2,5,2,22.22222222,55.55555556,22.22222222
