COUNTRY,DATE,SYMPTOM,HOSPITALIZED
Nairobi,5/15/2009,pregnant,14
Nairobi,5/15/2009,rash,0
Nairobi,5/15/2009,urinate,71
Nairobi,5/15/2009,vaginal,31
Nairobi,5/15/2009,vision,47
Nairobi,5/15/2009,vomiting,7037
Nairobi,5/15/2009,Heart Problems,49
Nairobi,5/15/2009,Vocal Problems,3
Nairobi,5/15/2009,others,5846
Nairobi,5/16/2009,abdominal pain,5482
Nairobi,5/16/2009,abscess,28
Nairobi,5/16/2009,injury,1269
Nairobi,5/16/2009,bleeding,1557
Nairobi,5/16/2009,body pain,7826
Nairobi,5/16/2009,breathing,34
Nairobi,5/16/2009,chest,0
Nairobi,5/16/2009,cough,372
Nairobi,5/16/2009,cramp,0
Nairobi,5/16/2009,deficit,0
Nairobi,5/16/2009,diabetic,0
Nairobi,5/16/2009,diarrhea,0
Nairobi,5/16/2009,dizziness,115
Nairobi,5/16/2009,fatigue,0
Nairobi,5/16/2009,fever,3032
Nairobi,5/16/2009,headache,464
Nairobi,5/16/2009,infections,0
Nairobi,5/16/2009,laceration,152
Nairobi,5/16/2009,migraine,19
Nairobi,5/16/2009,pregnant,24
Nairobi,5/16/2009,rash,0
Nairobi,5/16/2009,urinate,161
Nairobi,5/16/2009,vaginal,38
Nairobi,5/16/2009,vision,114
Nairobi,5/16/2009,vomiting,7133
Nairobi,5/16/2009,Heart Problems,115
Nairobi,5/16/2009,Vocal Problems,20
Nairobi,5/16/2009,others,9318
Nairobi,5/17/2009,abdominal pain,4900
Nairobi,5/17/2009,abscess,7
Nairobi,5/17/2009,injury,844
Nairobi,5/17/2009,bleeding,1327
Nairobi,5/17/2009,body pain,6203
Nairobi,5/17/2009,breathing,28
Nairobi,5/17/2009,chest,0
Nairobi,5/17/2009,cough,175
Nairobi,5/17/2009,cramp,0
Nairobi,5/17/2009,deficit,0
Nairobi,5/17/2009,diabetic,0
Nairobi,5/17/2009,diarrhea,0
Nairobi,5/17/2009,dizziness,54
Nairobi,5/17/2009,fatigue,0
Nairobi,5/17/2009,fever,2467
Nairobi,5/17/2009,headache,374
Nairobi,5/17/2009,infections,0
Nairobi,5/17/2009,laceration,99
Nairobi,5/17/2009,migraine,9
Nairobi,5/17/2009,pregnant,21
Nairobi,5/17/2009,rash,0
Nairobi,5/17/2009,urinate,107
Nairobi,5/17/2009,vaginal,22
Nairobi,5/17/2009,vision,66
Nairobi,5/17/2009,vomiting,6600
Nairobi,5/17/2009,Heart Problems,75
Nairobi,5/17/2009,Vocal Problems,15
Nairobi,5/17/2009,others,6787
Nairobi,5/18/2009,abdominal pain,4858
Nairobi,5/18/2009,abscess,26
Nairobi,5/18/2009,injury,1224
Nairobi,5/18/2009,bleeding,1471
Nairobi,5/18/2009,body pain,7408
Nairobi,5/18/2009,breathing,39
Nairobi,5/18/2009,chest,0
Nairobi,5/18/2009,cough,360
Nairobi,5/18/2009,cramp,0
Nairobi,5/18/2009,deficit,0
Nairobi,5/18/2009,diabetic,0
Nairobi,5/18/2009,diarrhea,0
Nairobi,5/18/2009,dizziness,125
Nairobi,5/18/2009,fatigue,0
Nairobi,5/18/2009,fever,2897
Nairobi,5/18/2009,headache,496
Nairobi,5/18/2009,infections,0
Nairobi,5/18/2009,laceration,190
Nairobi,5/18/2009,migraine,18
Nairobi,5/18/2009,pregnant,27
Nairobi,5/18/2009,rash,0
Nairobi,5/18/2009,urinate,194
Nairobi,5/18/2009,vaginal,36
Nairobi,5/18/2009,vision,125
Nairobi,5/18/2009,vomiting,6454
Nairobi,5/18/2009,Heart Problems,114
Nairobi,5/18/2009,Vocal Problems,25
Nairobi,5/18/2009,others,9615
Nairobi,5/19/2009,abdominal pain,4397
Nairobi,5/19/2009,abscess,11
Nairobi,5/19/2009,injury,890
Nairobi,5/19/2009,bleeding,1201
Nairobi,5/19/2009,body pain,5800
Nairobi,5/19/2009,breathing,22
Nairobi,5/19/2009,chest,0
Nairobi,5/19/2009,cough,220
Nairobi,5/19/2009,cramp,0
Nairobi,5/19/2009,deficit,0
Nairobi,5/19/2009,diabetic,0
Nairobi,5/19/2009,diarrhea,0
Nairobi,5/19/2009,dizziness,78
Nairobi,5/19/2009,fatigue,0
Nairobi,5/19/2009,fever,2315
Nairobi,5/19/2009,headache,348
Nairobi,5/19/2009,infections,0
Nairobi,5/19/2009,laceration,98
Nairobi,5/19/2009,migraine,14
Nairobi,5/19/2009,pregnant,17
Nairobi,5/19/2009,rash,0
Nairobi,5/19/2009,urinate,116
Nairobi,5/19/2009,vaginal,31
Nairobi,5/19/2009,vision,83
Nairobi,5/19/2009,vomiting,5719
Nairobi,5/19/2009,Heart Problems,70
Nairobi,5/19/2009,Vocal Problems,13
Nairobi,5/19/2009,others,6582
Nairobi,5/20/2009,abdominal pain,4377
Nairobi,5/20/2009,abscess,29
Nairobi,5/20/2009,injury,1447
Nairobi,5/20/2009,bleeding,1316
Nairobi,5/20/2009,body pain,7470
Nairobi,5/20/2009,breathing,52
Nairobi,5/20/2009,chest,0
Nairobi,5/20/2009,cough,472
Nairobi,5/20/2009,cramp,0
Nairobi,5/20/2009,deficit,0
Nairobi,5/20/2009,diabetic,0
Nairobi,5/20/2009,diarrhea,0
Nairobi,5/20/2009,dizziness,148
Nairobi,5/20/2009,fatigue,0
Nairobi,5/20/2009,fever,2705
Nairobi,5/20/2009,headache,558
Nairobi,5/20/2009,infections,0
Nairobi,5/20/2009,laceration,206
Nairobi,5/20/2009,migraine,23
Nairobi,5/20/2009,pregnant,15
Nairobi,5/20/2009,rash,0
Nairobi,5/20/2009,urinate,224
Nairobi,5/20/2009,vaginal,19
Nairobi,5/20/2009,vision,153
Nairobi,5/20/2009,vomiting,5750
Nairobi,5/20/2009,Heart Problems,155
Nairobi,5/20/2009,Vocal Problems,26
Nairobi,5/20/2009,others,10756
Nairobi,5/21/2009,abdominal pain,3639
Nairobi,5/21/2009,abscess,13
Nairobi,5/21/2009,injury,828
Nairobi,5/21/2009,bleeding,963
Nairobi,5/21/2009,body pain,5087
Nairobi,5/21/2009,breathing,23
Nairobi,5/21/2009,chest,0
Nairobi,5/21/2009,cough,234
Nairobi,5/21/2009,cramp,0
Nairobi,5/21/2009,deficit,0
Nairobi,5/21/2009,diabetic,0
Nairobi,5/21/2009,diarrhea,0
Nairobi,5/21/2009,dizziness,60
Nairobi,5/21/2009,fatigue,0
Nairobi,5/21/2009,fever,1954
Nairobi,5/21/2009,headache,304
Nairobi,5/21/2009,infections,0
Nairobi,5/21/2009,laceration,82
Nairobi,5/21/2009,migraine,10
Nairobi,5/21/2009,pregnant,5
Nairobi,5/21/2009,rash,0
Nairobi,5/21/2009,urinate,108
Nairobi,5/21/2009,vaginal,18
Nairobi,5/21/2009,vision,90
Nairobi,5/21/2009,vomiting,4732
Nairobi,5/21/2009,Heart Problems,73
Nairobi,5/21/2009,Vocal Problems,9
Nairobi,5/21/2009,others,6034
Nairobi,5/22/2009,abdominal pain,3225
Nairobi,5/22/2009,abscess,11
Nairobi,5/22/2009,injury,916
Nairobi,5/22/2009,bleeding,959
Nairobi,5/22/2009,body pain,5023
Nairobi,5/22/2009,breathing,42
Nairobi,5/22/2009,chest,0
Nairobi,5/22/2009,cough,248
Nairobi,5/22/2009,cramp,0
Nairobi,5/22/2009,deficit,0
Nairobi,5/22/2009,diabetic,0
Nairobi,5/22/2009,diarrhea,0
Nairobi,5/22/2009,dizziness,81
Nairobi,5/22/2009,fatigue,0
Nairobi,5/22/2009,fever,1906
Nairobi,5/22/2009,headache,333
Nairobi,5/22/2009,infections,0
Nairobi,5/22/2009,laceration,126
Nairobi,5/22/2009,migraine,19
Nairobi,5/22/2009,pregnant,7
Nairobi,5/22/2009,rash,0
Nairobi,5/22/2009,urinate,145
Nairobi,5/22/2009,vaginal,21
Nairobi,5/22/2009,vision,92
Nairobi,5/22/2009,vomiting,4228
Nairobi,5/22/2009,Heart Problems,86
Nairobi,5/22/2009,Vocal Problems,18
Nairobi,5/22/2009,others,6526
Nairobi,5/23/2009,abdominal pain,2970
Nairobi,5/23/2009,abscess,13
Nairobi,5/23/2009,injury,1179
Nairobi,5/23/2009,bleeding,936
Nairobi,5/23/2009,body pain,5573
Nairobi,5/23/2009,breathing,41
Nairobi,5/23/2009,chest,0
Nairobi,5/23/2009,cough,369
Nairobi,5/23/2009,cramp,0
Nairobi,5/23/2009,deficit,0
Nairobi,5/23/2009,diabetic,0
Nairobi,5/23/2009,diarrhea,0
Nairobi,5/23/2009,dizziness,110
Nairobi,5/23/2009,fatigue,0
Nairobi,5/23/2009,fever,2114
Nairobi,5/23/2009,headache,428
Nairobi,5/23/2009,infections,0
Nairobi,5/23/2009,laceration,179
Nairobi,5/23/2009,migraine,22
Nairobi,5/23/2009,pregnant,8
Nairobi,5/23/2009,rash,0
Nairobi,5/23/2009,urinate,164
Nairobi,5/23/2009,vaginal,15
Nairobi,5/23/2009,vision,144
Nairobi,5/23/2009,vomiting,4054
Nairobi,5/23/2009,Heart Problems,138
Nairobi,5/23/2009,Vocal Problems,29
Nairobi,5/23/2009,others,8720
Nairobi,5/24/2009,abdominal pain,2654
Nairobi,5/24/2009,abscess,23
Nairobi,5/24/2009,injury,1167
Nairobi,5/24/2009,bleeding,882
Nairobi,5/24/2009,body pain,5145
Nairobi,5/24/2009,breathing,39
Nairobi,5/24/2009,chest,0
Nairobi,5/24/2009,cough,397
Nairobi,5/24/2009,cramp,0
Nairobi,5/24/2009,deficit,0
Nairobi,5/24/2009,diabetic,0
Nairobi,5/24/2009,diarrhea,0
Nairobi,5/24/2009,dizziness,136
Nairobi,5/24/2009,fatigue,0
Nairobi,5/24/2009,fever,1801
Nairobi,5/24/2009,headache,419
Nairobi,5/24/2009,infections,0
Nairobi,5/24/2009,laceration,161
Nairobi,5/24/2009,migraine,26
Nairobi,5/24/2009,pregnant,12
Nairobi,5/24/2009,rash,0
Nairobi,5/24/2009,urinate,180
Nairobi,5/24/2009,vaginal,16
Nairobi,5/24/2009,vision,116
Nairobi,5/24/2009,vomiting,3453
Nairobi,5/24/2009,Heart Problems,116
Nairobi,5/24/2009,Vocal Problems,23
Nairobi,5/24/2009,others,8263
Nairobi,5/25/2009,abdominal pain,2352
Nairobi,5/25/2009,abscess,22
Nairobi,5/25/2009,injury,1174
Nairobi,5/25/2009,bleeding,831
Nairobi,5/25/2009,body pain,5058
Nairobi,5/25/2009,breathing,42
Nairobi,5/25/2009,chest,0
Nairobi,5/25/2009,cough,402
Nairobi,5/25/2009,cramp,0
Nairobi,5/25/2009,deficit,0
Nairobi,5/25/2009,diabetic,0
Nairobi,5/25/2009,diarrhea,0
Nairobi,5/25/2009,dizziness,138
Nairobi,5/25/2009,fatigue,0
Nairobi,5/25/2009,fever,1822
Nairobi,5/25/2009,headache,394
Nairobi,5/25/2009,infections,0
Nairobi,5/25/2009,laceration,189
Nairobi,5/25/2009,migraine,16
Nairobi,5/25/2009,pregnant,17
Nairobi,5/25/2009,rash,0
Nairobi,5/25/2009,urinate,217
Nairobi,5/25/2009,vaginal,16
Nairobi,5/25/2009,vision,149
Nairobi,5/25/2009,vomiting,3189
Nairobi,5/25/2009,Heart Problems,138
Nairobi,5/25/2009,Vocal Problems,27
Nairobi,5/25/2009,others,8343
Nairobi,5/26/2009,abdominal pain,2043
Nairobi,5/26/2009,abscess,27
Nairobi,5/26/2009,injury,1005
Nairobi,5/26/2009,bleeding,675
Nairobi,5/26/2009,body pain,4259
Nairobi,5/26/2009,breathing,38
Nairobi,5/26/2009,chest,0
Nairobi,5/26/2009,cough,344
Nairobi,5/26/2009,cramp,0
Nairobi,5/26/2009,deficit,0
Nairobi,5/26/2009,diabetic,0
Nairobi,5/26/2009,diarrhea,0
Nairobi,5/26/2009,dizziness,134
Nairobi,5/26/2009,fatigue,0
Nairobi,5/26/2009,fever,1597
Nairobi,5/26/2009,headache,353
Nairobi,5/26/2009,infections,0
Nairobi,5/26/2009,laceration,168
Nairobi,5/26/2009,migraine,16
Nairobi,5/26/2009,pregnant,13
Nairobi,5/26/2009,rash,0
Nairobi,5/26/2009,urinate,164
Nairobi,5/26/2009,vaginal,14
Nairobi,5/26/2009,vision,126
Nairobi,5/26/2009,vomiting,2612
Nairobi,5/26/2009,Heart Problems,118
Nairobi,5/26/2009,Vocal Problems,18
Nairobi,5/26/2009,others,6918
Nairobi,5/27/2009,abdominal pain,1952
Nairobi,5/27/2009,abscess,31
Nairobi,5/27/2009,injury,1376
Nairobi,5/27/2009,bleeding,786
Nairobi,5/27/2009,body pain,5228
Nairobi,5/27/2009,breathing,51
Nairobi,5/27/2009,chest,0
Nairobi,5/27/2009,cough,503
Nairobi,5/27/2009,cramp,0
Nairobi,5/27/2009,deficit,0
Nairobi,5/27/2009,diabetic,0
Nairobi,5/27/2009,diarrhea,0
Nairobi,5/27/2009,dizziness,168
Nairobi,5/27/2009,fatigue,0
Nairobi,5/27/2009,fever,1885
Nairobi,5/27/2009,headache,500
Nairobi,5/27/2009,infections,0
Nairobi,5/27/2009,laceration,246
Nairobi,5/27/2009,migraine,29
Nairobi,5/27/2009,pregnant,22
Nairobi,5/27/2009,rash,0
Nairobi,5/27/2009,urinate,225
Nairobi,5/27/2009,vaginal,19
Nairobi,5/27/2009,vision,159
Nairobi,5/27/2009,vomiting,2637
Nairobi,5/27/2009,Heart Problems,167
Nairobi,5/27/2009,Vocal Problems,25
Nairobi,5/27/2009,others,9733
Nairobi,5/28/2009,abdominal pain,1323
Nairobi,5/28/2009,abscess,9
Nairobi,5/28/2009,injury,549
Nairobi,5/28/2009,bleeding,419
Nairobi,5/28/2009,body pain,2510
Nairobi,5/28/2009,breathing,17
Nairobi,5/28/2009,chest,0
Nairobi,5/28/2009,cough,170
Nairobi,5/28/2009,cramp,0
Nairobi,5/28/2009,deficit,0
Nairobi,5/28/2009,diabetic,0
Nairobi,5/28/2009,diarrhea,0
Nairobi,5/28/2009,dizziness,54
Nairobi,5/28/2009,fatigue,0
Nairobi,5/28/2009,fever,907
Nairobi,5/28/2009,headache,171
Nairobi,5/28/2009,infections,0
Nairobi,5/28/2009,laceration,106
Nairobi,5/28/2009,migraine,6
Nairobi,5/28/2009,pregnant,10
Nairobi,5/28/2009,rash,0
Nairobi,5/28/2009,urinate,101
Nairobi,5/28/2009,vaginal,9
Nairobi,5/28/2009,vision,66
Nairobi,5/28/2009,vomiting,1634
Nairobi,5/28/2009,Heart Problems,63
Nairobi,5/28/2009,Vocal Problems,13
Nairobi,5/28/2009,others,3837
Nairobi,5/29/2009,abdominal pain,1337
Nairobi,5/29/2009,abscess,12
Nairobi,5/29/2009,injury,930
Nairobi,5/29/2009,bleeding,532
Nairobi,5/29/2009,body pain,3450
Nairobi,5/29/2009,breathing,42
Nairobi,5/29/2009,chest,0
Nairobi,5/29/2009,cough,336
Nairobi,5/29/2009,cramp,0
Nairobi,5/29/2009,deficit,0
Nairobi,5/29/2009,diabetic,0
Nairobi,5/29/2009,diarrhea,0
Nairobi,5/29/2009,dizziness,108
Nairobi,5/29/2009,fatigue,0
Nairobi,5/29/2009,fever,1310
Nairobi,5/29/2009,headache,321
Nairobi,5/29/2009,infections,0
Nairobi,5/29/2009,laceration,148
Nairobi,5/29/2009,migraine,12
Nairobi,5/29/2009,pregnant,9
Nairobi,5/29/2009,rash,0
Nairobi,5/29/2009,urinate,155
Nairobi,5/29/2009,vaginal,7
Nairobi,5/29/2009,vision,108
Nairobi,5/29/2009,vomiting,1801
Nairobi,5/29/2009,Heart Problems,103
Nairobi,5/29/2009,Vocal Problems,21
Nairobi,5/29/2009,others,6471
Nairobi,5/30/2009,abdominal pain,1891
Nairobi,5/30/2009,abscess,58
Nairobi,5/30/2009,injury,2304
Nairobi,5/30/2009,bleeding,992
Nairobi,5/30/2009,body pain,7844
Nairobi,5/30/2009,breathing,97
Nairobi,5/30/2009,chest,0
Nairobi,5/30/2009,cough,901
Nairobi,5/30/2009,cramp,0
Nairobi,5/30/2009,deficit,0
Nairobi,5/30/2009,diabetic,0
Nairobi,5/30/2009,diarrhea,0
Nairobi,5/30/2009,dizziness,290
Nairobi,5/30/2009,fatigue,0
Nairobi,5/30/2009,fever,2630
Nairobi,5/30/2009,headache,779
Nairobi,5/30/2009,infections,0
Nairobi,5/30/2009,laceration,415
Nairobi,5/30/2009,migraine,50
Nairobi,5/30/2009,pregnant,31
Nairobi,5/30/2009,rash,0
Nairobi,5/30/2009,urinate,410
Nairobi,5/30/2009,vaginal,26
Nairobi,5/30/2009,vision,294
Nairobi,5/30/2009,vomiting,2555
Nairobi,5/30/2009,Heart Problems,289
Nairobi,5/30/2009,Vocal Problems,54
Nairobi,5/30/2009,others,16283
Nairobi,5/31/2009,abdominal pain,1041
Nairobi,5/31/2009,abscess,20
Nairobi,5/31/2009,injury,751
Nairobi,5/31/2009,bleeding,371
Nairobi,5/31/2009,body pain,2888
Nairobi,5/31/2009,breathing,34
Nairobi,5/31/2009,chest,0
Nairobi,5/31/2009,cough,287
Nairobi,5/31/2009,cramp,0
Nairobi,5/31/2009,deficit,0
Nairobi,5/31/2009,diabetic,0
Nairobi,5/31/2009,diarrhea,0
Nairobi,5/31/2009,dizziness,93
Nairobi,5/31/2009,fatigue,0
Nairobi,5/31/2009,fever,1000
Nairobi,5/31/2009,headache,256
Nairobi,5/31/2009,infections,0
Nairobi,5/31/2009,laceration,142
Nairobi,5/31/2009,migraine,13
Nairobi,5/31/2009,pregnant,7
Nairobi,5/31/2009,rash,0
Nairobi,5/31/2009,urinate,148
Nairobi,5/31/2009,vaginal,7
Nairobi,5/31/2009,vision,93
Nairobi,5/31/2009,vomiting,1327
Nairobi,5/31/2009,Heart Problems,110
Nairobi,5/31/2009,Vocal Problems,17
Nairobi,5/31/2009,others,5350
Nairobi,6/1/2009,abdominal pain,989
Nairobi,6/1/2009,abscess,27
Nairobi,6/1/2009,injury,1045
Nairobi,6/1/2009,bleeding,543
Nairobi,6/1/2009,body pain,3541
Nairobi,6/1/2009,breathing,43
Nairobi,6/1/2009,chest,0
Nairobi,6/1/2009,cough,394
Nairobi,6/1/2009,cramp,0
Nairobi,6/1/2009,deficit,0
Nairobi,6/1/2009,diabetic,0
Nairobi,6/1/2009,diarrhea,0
Nairobi,6/1/2009,dizziness,113
Nairobi,6/1/2009,fatigue,0
Nairobi,6/1/2009,fever,1168
Nairobi,6/1/2009,headache,366
Nairobi,6/1/2009,infections,0
Nairobi,6/1/2009,laceration,189
Nairobi,6/1/2009,migraine,18
Nairobi,6/1/2009,pregnant,12
Nairobi,6/1/2009,rash,0
Nairobi,6/1/2009,urinate,207
Nairobi,6/1/2009,vaginal,9
Nairobi,6/1/2009,vision,117
Nairobi,6/1/2009,vomiting,1357
Nairobi,6/1/2009,Heart Problems,140
Nairobi,6/1/2009,Vocal Problems,24
Nairobi,6/1/2009,others,7189
Nairobi,6/2/2009,abdominal pain,1044
Nairobi,6/2/2009,abscess,27
Nairobi,6/2/2009,injury,1226
Nairobi,6/2/2009,bleeding,503
Nairobi,6/2/2009,body pain,4167
Nairobi,6/2/2009,breathing,56
Nairobi,6/2/2009,chest,0
Nairobi,6/2/2009,cough,435
Nairobi,6/2/2009,cramp,0
Nairobi,6/2/2009,deficit,0
Nairobi,6/2/2009,diabetic,0
Nairobi,6/2/2009,diarrhea,0
Nairobi,6/2/2009,dizziness,157
Nairobi,6/2/2009,fatigue,0
Nairobi,6/2/2009,fever,1430
Nairobi,6/2/2009,headache,448
Nairobi,6/2/2009,infections,0
Nairobi,6/2/2009,laceration,231
Nairobi,6/2/2009,migraine,18
Nairobi,6/2/2009,pregnant,13
Nairobi,6/2/2009,rash,0
Nairobi,6/2/2009,urinate,228
Nairobi,6/2/2009,vaginal,6
Nairobi,6/2/2009,vision,163
Nairobi,6/2/2009,vomiting,1408
Nairobi,6/2/2009,Heart Problems,153
Nairobi,6/2/2009,Vocal Problems,23
Nairobi,6/2/2009,others,8653
Nairobi,6/3/2009,abdominal pain,1081
Nairobi,6/3/2009,abscess,30
Nairobi,6/3/2009,injury,1325
Nairobi,6/3/2009,bleeding,526
Nairobi,6/3/2009,body pain,4353
Nairobi,6/3/2009,breathing,64
Nairobi,6/3/2009,chest,0
Nairobi,6/3/2009,cough,497
Nairobi,6/3/2009,cramp,0
Nairobi,6/3/2009,deficit,0
Nairobi,6/3/2009,diabetic,0
Nairobi,6/3/2009,diarrhea,0
Nairobi,6/3/2009,dizziness,163
Nairobi,6/3/2009,fatigue,0
Nairobi,6/3/2009,fever,1544
Nairobi,6/3/2009,headache,475
Nairobi,6/3/2009,infections,0
Nairobi,6/3/2009,laceration,222
Nairobi,6/3/2009,migraine,36
Nairobi,6/3/2009,pregnant,12
Nairobi,6/3/2009,rash,0
Nairobi,6/3/2009,urinate,230
Nairobi,6/3/2009,vaginal,8
Nairobi,6/3/2009,vision,158
Nairobi,6/3/2009,vomiting,1372
Nairobi,6/3/2009,Heart Problems,156
Nairobi,6/3/2009,Vocal Problems,42
Nairobi,6/3/2009,others,9078
Nairobi,6/4/2009,abdominal pain,748
Nairobi,6/4/2009,abscess,24
Nairobi,6/4/2009,injury,859
Nairobi,6/4/2009,bleeding,374
Nairobi,6/4/2009,body pain,2892
Nairobi,6/4/2009,breathing,40
Nairobi,6/4/2009,chest,0
Nairobi,6/4/2009,cough,301
Nairobi,6/4/2009,cramp,0
Nairobi,6/4/2009,deficit,0
Nairobi,6/4/2009,diabetic,0
Nairobi,6/4/2009,diarrhea,0
Nairobi,6/4/2009,dizziness,106
Nairobi,6/4/2009,fatigue,0
Nairobi,6/4/2009,fever,1029
Nairobi,6/4/2009,headache,293
Nairobi,6/4/2009,infections,0
Nairobi,6/4/2009,laceration,167
Nairobi,6/4/2009,migraine,16
Nairobi,6/4/2009,pregnant,7
Nairobi,6/4/2009,rash,0
Nairobi,6/4/2009,urinate,159
Nairobi,6/4/2009,vaginal,7
Nairobi,6/4/2009,vision,133
Nairobi,6/4/2009,vomiting,990
Nairobi,6/4/2009,Heart Problems,100
Nairobi,6/4/2009,Vocal Problems,21
Nairobi,6/4/2009,others,6196
Nairobi,6/5/2009,abdominal pain,371
Nairobi,6/5/2009,abscess,5
Nairobi,6/5/2009,injury,285
Nairobi,6/5/2009,bleeding,156
Nairobi,6/5/2009,body pain,1085
Nairobi,6/5/2009,breathing,16
Nairobi,6/5/2009,chest,0
Nairobi,6/5/2009,cough,107
Nairobi,6/5/2009,cramp,0
Nairobi,6/5/2009,deficit,0
Nairobi,6/5/2009,diabetic,0
Nairobi,6/5/2009,diarrhea,0
Nairobi,6/5/2009,dizziness,39
Nairobi,6/5/2009,fatigue,0
Nairobi,6/5/2009,fever,364
Nairobi,6/5/2009,headache,90
Nairobi,6/5/2009,infections,0
Nairobi,6/5/2009,laceration,45
Nairobi,6/5/2009,migraine,5
Nairobi,6/5/2009,pregnant,4
Nairobi,6/5/2009,rash,0
Nairobi,6/5/2009,urinate,45
Nairobi,6/5/2009,vaginal,4
Nairobi,6/5/2009,vision,46
Nairobi,6/5/2009,vomiting,515
Nairobi,6/5/2009,Heart Problems,27
Nairobi,6/5/2009,Vocal Problems,8
Nairobi,6/5/2009,others,1926
Nairobi,6/6/2009,abdominal pain,179
Nairobi,6/6/2009,abscess,0
Nairobi,6/6/2009,injury,16
Nairobi,6/6/2009,bleeding,44
Nairobi,6/6/2009,body pain,178
Nairobi,6/6/2009,breathing,0
Nairobi,6/6/2009,chest,0
Nairobi,6/6/2009,cough,0
Nairobi,6/6/2009,cramp,0
Nairobi,6/6/2009,deficit,0
Nairobi,6/6/2009,diabetic,0
Nairobi,6/6/2009,diarrhea,0
Nairobi,6/6/2009,dizziness,0
Nairobi,6/6/2009,fatigue,0
Nairobi,6/6/2009,fever,65
Nairobi,6/6/2009,headache,9
Nairobi,6/6/2009,infections,0
Nairobi,6/6/2009,laceration,0
Nairobi,6/6/2009,migraine,0
Nairobi,6/6/2009,pregnant,0
Nairobi,6/6/2009,rash,0
Nairobi,6/6/2009,urinate,0
Nairobi,6/6/2009,vaginal,1
Nairobi,6/6/2009,vision,0
Nairobi,6/6/2009,vomiting,232
Nairobi,6/6/2009,Heart Problems,0
Nairobi,6/6/2009,Vocal Problems,0
Nairobi,6/6/2009,others,115
Nairobi,6/7/2009,abdominal pain,540
Nairobi,6/7/2009,abscess,17
Nairobi,6/7/2009,injury,746
Nairobi,6/7/2009,bleeding,289
Nairobi,6/7/2009,body pain,2506
Nairobi,6/7/2009,breathing,35
Nairobi,6/7/2009,chest,0
Nairobi,6/7/2009,cough,304
Nairobi,6/7/2009,cramp,0
Nairobi,6/7/2009,deficit,0
Nairobi,6/7/2009,diabetic,0
Nairobi,6/7/2009,diarrhea,0
Nairobi,6/7/2009,dizziness,97
Nairobi,6/7/2009,fatigue,0
Nairobi,6/7/2009,fever,847
Nairobi,6/7/2009,headache,232
Nairobi,6/7/2009,infections,0
Nairobi,6/7/2009,laceration,137
Nairobi,6/7/2009,migraine,14
Nairobi,6/7/2009,pregnant,6
Nairobi,6/7/2009,rash,0
Nairobi,6/7/2009,urinate,156
Nairobi,6/7/2009,vaginal,3
Nairobi,6/7/2009,vision,113
Nairobi,6/7/2009,vomiting,730
Nairobi,6/7/2009,Heart Problems,99
Nairobi,6/7/2009,Vocal Problems,11
Nairobi,6/7/2009,others,5311
Nairobi,6/8/2009,abdominal pain,928
Nairobi,6/8/2009,abscess,35
Nairobi,6/8/2009,injury,1584
Nairobi,6/8/2009,bleeding,596
Nairobi,6/8/2009,body pain,4986
Nairobi,6/8/2009,breathing,60
Nairobi,6/8/2009,chest,0
Nairobi,6/8/2009,cough,567
Nairobi,6/8/2009,cramp,0
Nairobi,6/8/2009,deficit,0
Nairobi,6/8/2009,diabetic,0
Nairobi,6/8/2009,diarrhea,0
Nairobi,6/8/2009,dizziness,171
Nairobi,6/8/2009,fatigue,0
Nairobi,6/8/2009,fever,1726
Nairobi,6/8/2009,headache,561
Nairobi,6/8/2009,infections,0
Nairobi,6/8/2009,laceration,274
Nairobi,6/8/2009,migraine,31
Nairobi,6/8/2009,pregnant,18
Nairobi,6/8/2009,rash,0
Nairobi,6/8/2009,urinate,293
Nairobi,6/8/2009,vaginal,18
Nairobi,6/8/2009,vision,210
Nairobi,6/8/2009,vomiting,1207
Nairobi,6/8/2009,Heart Problems,229
Nairobi,6/8/2009,Vocal Problems,34
Nairobi,6/8/2009,others,10886
Nairobi,6/9/2009,abdominal pain,839
Nairobi,6/9/2009,abscess,25
Nairobi,6/9/2009,injury,1419
Nairobi,6/9/2009,bleeding,511
Nairobi,6/9/2009,body pain,4392
Nairobi,6/9/2009,breathing,53
Nairobi,6/9/2009,chest,0
Nairobi,6/9/2009,cough,550
Nairobi,6/9/2009,cramp,0
Nairobi,6/9/2009,deficit,0
Nairobi,6/9/2009,diabetic,0
Nairobi,6/9/2009,diarrhea,0
Nairobi,6/9/2009,dizziness,203
Nairobi,6/9/2009,fatigue,0
Nairobi,6/9/2009,fever,1472
Nairobi,6/9/2009,headache,468
Nairobi,6/9/2009,infections,0
Nairobi,6/9/2009,laceration,206
Nairobi,6/9/2009,migraine,28
Nairobi,6/9/2009,pregnant,10
Nairobi,6/9/2009,rash,0
Nairobi,6/9/2009,urinate,236
Nairobi,6/9/2009,vaginal,13
Nairobi,6/9/2009,vision,177
Nairobi,6/9/2009,vomiting,1175
Nairobi,6/9/2009,Heart Problems,193
Nairobi,6/9/2009,Vocal Problems,34
Nairobi,6/9/2009,others,9502
Nairobi,6/10/2009,abdominal pain,773
Nairobi,6/10/2009,abscess,34
Nairobi,6/10/2009,injury,1241
Nairobi,6/10/2009,bleeding,464
Nairobi,6/10/2009,body pain,4110
Nairobi,6/10/2009,breathing,47
Nairobi,6/10/2009,chest,0
